Date,SPY
2024-11-18,579.3734741210938
2024-11-19,581.4913330078125
2024-11-20,581.6884155273438
2024-11-21,584.8110961914062
2024-11-22,586.6236572265625
2024-11-25,588.6134643554688
2024-11-26,591.6869506835938
2024-11-27,589.8941040039062
2024-11-29,593.5585327148438
2024-12-02,594.6224365234375
2024-12-03,594.8983154296875
2024-12-04,598.59228515625
2024-12-05,597.6072387695312
2024-12-06,598.7401123046875
2024-12-09,595.6567993164062
2024-12-10,593.8048095703125
2024-12-11,598.3953247070312
2024-12-12,595.3120727539062
2024-12-13,595.1937866210938
2024-12-16,597.7352905273438
2024-12-17,595.2725830078125
2024-12-18,577.5313720703125
2024-12-19,577.35400390625
2024-12-20,584.2886352539062
2024-12-23,587.7875366210938
2024-12-24,594.32080078125
2024-12-26,594.3603515625
2024-12-27,588.1038208007812
2024-12-30,581.3926391601562
2024-12-31,579.2774047851562
2025-01-02,577.8541870117188
2025-01-03,585.0792846679688
2025-01-06,588.44970703125
2025-01-07,581.7978515625
2025-01-08,582.6478271484375
2025-01-10,573.7523193359375
2025-01-13,574.6419067382812
2025-01-14,575.4325561523438
2025-01-15,585.8997802734375
2025-01-16,584.77294921875
2025-01-17,590.64404296875
2025-01-21,596.0504760742188
2025-01-22,599.401123046875
2025-01-23,602.6726684570312
2025-01-24,600.913330078125
2025-01-27,592.4132080078125
2025-01-28,597.50341796875
2025-01-29,594.8248901367188
2025-01-30,598.0173950195312
2025-01-31,594.8347778320312
2025-02-03,590.831787109375
2025-02-04,594.7952270507812
2025-02-05,597.2068481445312
2025-02-06,599.282470703125
2025-02-07,593.7969360351562
2025-02-10,597.82958984375
2025-02-11,598.2843017578125
2025-02-12,596.3568725585938
2025-02-13,602.6528930664062
2025-02-14,602.623291015625
2025-02-18,604.3925170898438
2025-02-19,605.8157958984375
2025-02-20,603.29541015625
2025-02-21,592.9766235351562
2025-02-24,590.2782592773438
2025-02-25,587.3427734375
2025-02-26,587.63916015625
2025-02-27,578.2593994140625
2025-02-28,587.283447265625
2025-03-03,576.9942626953125
2025-03-04,570.1644897460938
2025-03-05,576.29248046875
2025-03-06,566.0626220703125
2025-03-07,569.2353515625
2025-03-10,554.0734252929688
2025-03-11,549.467529296875
2025-03-12,552.3832397460938
2025-03-13,545.019775390625
2025-03-14,556.2774658203125
2025-03-17,560.5671997070312
2025-03-18,554.50830078125
2025-03-19,560.54736328125
2025-03-20,558.9264526367188
2025-03-21,559.11083984375
2025-03-24,569.1235961914062
2025-03-25,570.4917602539062
2025-03-26,563.6810913085938
2025-03-27,562.1840209960938
2025-03-28,550.8626708984375
2025-03-31,554.5604858398438
2025-04-01,556.1268310546875
2025-04-02,559.6461791992188
2025-04-03,532.06640625
2025-04-04,500.9176330566406
2025-04-07,500.025390625
2025-04-08,492.193603515625
2025-04-09,543.8834838867188
2025-04-10,520.051025390625
2025-04-11,529.3302612304688
2025-04-14,534.4654541015625
2025-04-15,532.9684448242188
2025-04-16,521.1216430664062
2025-04-17,521.8651733398438
2025-04-21,509.443359375
2025-04-22,522.697998046875
2025-04-23,530.79736328125
2025-04-24,541.9700927734375
2025-04-25,545.8860473632812
2025-04-28,546.09423828125
2025-04-29,549.5342407226562
2025-04-30,549.7523193359375
2025-05-01,553.6484375
2025-05-02,561.8668823242188
2025-05-05,558.6448974609375
2025-05-06,553.9755859375
2025-05-07,556.3052978515625
2025-05-08,560.1815185546875
2025-05-09,559.4677734375
2025-05-12,577.9567260742188
2025-05-13,581.7734375
2025-05-14,582.5169677734375
2025-05-15,585.3622436523438
2025-05-16,589.0699462890625
2025-05-19,589.71435546875
2025-05-20,587.7315673828125
2025-05-21,577.8278198242188
2025-05-22,578.0558471679688
2025-05-23,574.1102294921875
2025-05-27,586.0462646484375
2025-05-28,582.65576171875
2025-05-29,584.9557495117188
2025-05-30,584.301513671875
2025-06-02,587.5928955078125
2025-06-03,590.943603515625
2025-06-04,590.7850341796875
2025-06-05,587.9298095703125
2025-06-06,593.96728515625
2025-06-09,594.5026245117188
2025-06-10,597.8733520507812
2025-06-11,596.1680908203125
2025-06-12,598.5374145507812
2025-06-13,591.8457641601562
2025-06-16,597.4767456054688
2025-06-17,592.3712158203125
2025-06-18,592.2819213867188
2025-06-20,590.8909301757812
2025-06-23,596.7274780273438
2025-06-24,603.3196411132812
2025-06-25,603.65771484375
2025-06-26,608.380615234375
2025-06-27,611.4032592773438
2025-06-30,614.3265380859375
2025-07-01,614.127685546875
2025-07-02,616.9116821289062
2025-07-03,621.7738037109375
2025-07-07,617.140380859375
2025-07-08,616.8023681640625
2025-07-09,620.5010986328125
2025-07-10,622.2510986328125
2025-07-11,620.0635986328125
2025-07-14,621.2467651367188
2025-07-15,618.592041015625
2025-07-16,620.66015625
2025-07-17,624.4583740234375
2025-07-18,624.0010375976562
2025-07-21,625.1842651367188
2025-07-22,625.2737426757812
2025-07-23,630.59326171875
2025-07-24,630.802001953125
2025-07-25,633.4667358398438
2025-07-28,633.3076782226562
2025-07-29,631.63720703125
2025-07-30,630.841796875
2025-07-31,628.4754028320312
2025-08-01,618.1743774414062
2025-08-04,627.5704956054688
2025-08-05,624.3887329101562
2025-08-06,629.17138671875
2025-08-07,628.6443481445312
2025-08-08,633.5462646484375
2025-08-11,632.29345703125
2025-08-12,639.02490234375
2025-08-13,641.2123413085938
2025-08-14,641.27197265625
2025-08-15,639.7706298828125
2025-08-18,639.63134765625
2025-08-19,636.1612548828125
2025-08-20,634.470947265625
2025-08-21,631.925537109375
2025-08-22,641.6299438476562
2025-08-25,638.8060302734375
2025-08-26,641.4807739257812
2025-08-27,642.9423828125
2025-08-28,645.2192993164062
2025-08-29,641.3713989257812
2025-09-02,636.61865234375
2025-09-03,640.06884765625
2025-09-04,645.4181518554688
2025-09-05,643.5488891601562
2025-09-08,645.1298217773438
2025-09-09,646.6212768554688
2025-09-10,648.4906005859375
2025-09-11,653.8796997070312
2025-09-12,653.660888671875
2025-09-15,657.1409301757812
2025-09-16,656.2361450195312
2025-09-17,655.4208374023438
2025-09-18,658.4832763671875
2025-09-19,661.74462890625
2025-09-22,664.8753662109375
2025-09-23,661.256103515625
2025-09-24,659.1522216796875
2025-09-25,656.1112670898438
2025-09-26,659.8701782226562
2025-09-29,661.7246704101562
2025-09-30,664.21728515625
2025-10-01,666.4806518554688
2025-10-02,667.248291015625
2025-10-03,667.2384033203125
2025-10-06,669.6312866210938
2025-10-07,667.1486206054688
2025-10-08,671.1268920898438
2025-10-09,669.1826171875
2025-10-10,651.0960693359375
2025-10-13,661.0865478515625
2025-10-14,660.2789306640625
2025-10-15,663.2102661132812
2025-10-16,658.6936645507812
2025-10-17,662.4326171875
2025-10-20,669.3222045898438
2025-10-21,669.3121948242188
2025-10-22,665.83251953125
2025-10-23,669.7808837890625
2025-10-24,675.2546997070312
2025-10-27,683.2211303710938
2025-10-28,685.0357666015625
2025-10-29,685.3648071289062
2025-10-30,677.8270874023438
2025-10-31,680.050537109375
2025-11-03,681.3267822265625
2025-11-04,673.2506103515625
2025-11-05,675.583740234375
2025-11-06,668.3351440429688
2025-11-07,668.9931640625
2025-11-10,679.432373046875
2025-11-11,680.9877319335938
2025-11-12,681.3666381835938
2025-11-13,670.0599975585938
2025-11-14,669.9503784179688
2025-11-17,663.7088012695312
2025-11-18,658.1353149414062
2025-11-19,660.6777954101562
2025-11-20,650.6075439453125
2025-11-21,657.08837890625
2025-11-24,666.759765625
2025-11-25,673.03125
2025-11-26,677.6775512695312
2025-11-28,681.3765869140625
2025-12-01,678.2658081054688
2025-12-02,679.5220947265625
2025-12-03,681.8751220703125
2025-12-04,682.3736572265625
2025-12-05,683.6697998046875
2025-12-08,681.6159057617188
2025-12-09,681.027587890625
2025-12-10,685.5443115234375
2025-12-11,687.1395263671875
2025-12-12,679.7514038085938
2025-12-15,678.7244262695312
2025-12-16,676.8699340820312
2025-12-17,669.4219360351562
2025-12-18,674.4769287109375
2025-12-19,680.5900268554688
2025-12-22,684.8300170898438
2025-12-23,687.9600219726562
2025-12-24,690.3800048828125
2025-12-26,690.3099975585938
2025-12-29,687.8499755859375
2025-12-30,687.010009765625
2025-12-31,681.9199829101562
2026-01-02,683.1699829101562
2026-01-05,687.719970703125
2026-01-06,691.8099975585938
2026-01-07,689.5800170898438
2026-01-08,689.510009765625
2026-01-09,694.0700073242188
2026-01-12,695.1599731445312
2026-01-13,693.77001953125
2026-01-14,690.3599853515625
2026-01-15,692.239990234375
2026-01-16,691.6599731445312
2026-01-20,677.5800170898438
2026-01-21,685.4000244140625
2026-01-22,688.97998046875
2026-01-23,689.22998046875
2026-01-26,692.72998046875
2026-01-27,695.489990234375
2026-01-28,695.4199829101562
2026-01-29,694.0399780273438
2026-01-30,691.969970703125
2026-02-02,695.4099731445312
2026-02-03,689.530029296875
2026-02-04,686.1900024414062
2026-02-05,677.6199951171875
2026-02-06,690.6199951171875
2026-02-09,693.9500122070312
2026-02-10,692.1199951171875
2026-02-11,691.9600219726562
2026-02-12,681.27001953125
2026-02-13,681.75
2026-02-17,682.8499755859375
2026-02-18,686.2899780273438
2026-02-19,684.6599731445312
